,x1,x2,x3,x4,x5,y
0,0.5666148645414413,-0.2502143701562801,-0.7734076270436835,1.019279933437958,0.5666148645414413,103.49469236082123
1,2.1947974189980632,-0.5395519204148713,-1.076597098522987,-0.8056438684550479,2.1947974189980632,19.639011157459628
2,-0.08283850566437104,0.4763677745055304,1.9328351083462854,0.24416682537824055,-0.08283850566437104,220.29385160632688
3,0.7188069705774776,0.8810168315247908,0.0009182103134375796,0.8063944336738893,0.7188069705774776,193.49089631190625
4,0.22981038819466335,-0.37334791210028956,0.43566250055224015,1.106104889824484,0.22981038819466335,39.9211750390031
5,-0.9709029740346694,-0.04652295342045219,-0.3150966054161487,0.4939165267706457,-0.9709029740346694,-3.1729062310228557
6,-0.948701598326797,-1.073174343637214,0.2089540011571954,1.4267713934478634,-0.948701598326797,-163.33097258547778
7,-2.8267420509608097,-0.41146774260806573,-0.17322896537676427,0.7245579655848581,-2.8267420509608097,-291.8768113731634
8,-1.1267255925494393,0.0461993318425148,0.2651161901437962,-0.8086588982767638,-1.1267255925494393,-102.96375465648882
9,-0.3689630591219267,-0.5084909437043674,-1.1523690573223826,-0.358821017789791,-0.3689630591219267,-140.37061077494204
10,-0.06611522595320368,-0.6260582718898234,-0.4224987168254349,-0.5869026451800015,-0.06611522595320368,-112.37598070201491
11,0.41941035221954936,-0.27198331360698774,0.6996855329731351,0.0600915754658261,0.41941035221954936,55.47279479596886
12,-0.10852740472753218,-0.9875113560582648,0.2783560714074944,1.1259652127535673,-0.10852740472753218,-68.94921861559257
13,-0.4380743016111864,-0.2127402802139687,-1.2527953600499262,-1.6138978475579515,-0.4380743016111864,-123.12695628126667
14,-1.6820768289699206,-1.6130899765686892,-0.9834036920971483,-1.2435959470049562,-1.6820768289699206,-307.270353723036
15,0.8292262810247512,0.5033448258792126,-0.1120812908319474,1.5636755042082013,0.8292262810247512,128.50675225425778
16,-1.4680878474489776,-0.46478496924766216,-0.2748048906214415,-1.008340616136245,-1.4680878474489776,-157.40531831871346
17,1.0862049457725294,1.6571618673756796,-0.7808484984828352,-0.30310567340134537,1.0862049457725294,196.61951705313857
18,-0.7683216279047635,-0.5470996349758543,-0.41455999137755173,-0.24035269586670055,-0.7683216279047635,-154.27940469973265
19,0.9444794869904138,-0.461584604814709,-0.9128222254441586,-1.3159074105115212,0.9444794869904138,-20.350037132549446
20,-2.030526771500548,0.6106400170781875,-0.6361606804317158,0.7116051399107514,-2.030526771500548,-115.19621352096969
21,1.40088357900963,-1.4676628559697387,-0.7470873002770472,0.7245262433155327,1.40088357900963,-115.8109661268805
22,-0.3026266596154476,-0.7115367425155813,0.284677922841675,0.5401003462432877,-0.3026266596154476,-52.93292983052737
23,0.7216563448998813,1.6707273867405519,0.9394799996002193,0.5123191072400369,0.7216563448998813,258.37756076927286
24,2.28790846744526,-0.3908662902510527,-0.6683075737493813,1.1198561244601957,2.28790846744526,82.04566313199159
25,-0.6188251756105612,0.15536622902051717,1.0286505137675208,-0.5719571102096509,-0.6188251756105612,-31.871660083763942
26,-0.9430308322602708,-0.19606274749824942,0.08638356587082903,1.0046935955891974,-0.9430308322602708,-40.986252244993324
27,-0.35680927254804473,0.6326811102665231,-2.2522468584580317,1.135155932012889,-0.35680927254804473,-79.04870331686868
28,0.7457096285896146,0.805598819121849,0.004387108578673361,0.6516956652815792,0.7457096285896146,144.0154493183933
29,-0.06224753753703334,-0.05184942792071809,0.7117826475765505,-0.9487560620660435,-0.06224753753703334,-35.94916082810893
30,-0.9669310884567346,0.5769345970532244,-1.7317313464679263,0.43163385281122324,-0.9669310884567346,-88.76796404032238
31,1.9430120007907004,1.4901437126224273,0.29927406769641013,-0.3273899079450576,1.9430120007907004,377.0386413419644
32,-1.854292885346773,0.2677515810075688,-0.17952007789754018,-0.17938566432757988,-1.854292885346773,-141.77276189483467
33,0.49804247925197265,0.18481917626777314,0.8761253519563088,1.140299109725203,0.49804247925197265,117.57969565004888
